homenames,home_previous,previous,racsid,service,suburbs,states,post_code,hrefdata
Churches of Christ Care Arcadia Aged Care Service Essendon 3705,Churches of Christ in Queensland,Arcadia Aged Care Facility,3705,Residential,Essendon,Victoria,3040,/services/churches-christ-care-arcadia-aged-care-service-essendon-3705
Churches of Christ Care Brig-O-Doon Aged Care Service Acacia Ridge 5965,Churches of Christ in Queensland,Brig-O-Doon Nursing HomeBrig-o-doon Aged Care Facility,5965,Residential,Acacia Ridge,Queensland,4110,/services/churches-christ-care-brig-o-doon-aged-care-service-acacia-ridge-5965
Churches of Christ Care Buckingham Gardens Aged Care Service 5227,Churches of Christ in Queensland,Churches of Christ Care Buckingham Gardens Aged Care Service Alexandra HillsBuckingham Gardens,5227,Residential,Alexandra Hills,Queensland,4161,/services/churches-christ-care-buckingham-gardens-aged-care-service-5227
Churches of Christ Care Carramar Hostel Aged Care Service Stanthorpe 5075 (Closed),Churches of Christ in Queensland,Churches of Christ Care Carramar Hostel Aged Care Service StanthorpeCarramar (Stanthorpe) Hostel,5075,Residential,Stanthorpe,Queensland,4380,/services/churches-christ-care-carramar-hostel-aged-care-service-stanthorpe-5075-closed
Churches of Christ Care Clive Burdeu Aged Care Service Hillcrest 5836,Churches of Christ in Queensland,Clive Burdeu,5836,Residential,Hillcrest,Queensland,4118,/services/churches-christ-care-clive-burdeu-aged-care-service-hillcrest-5836
Churches of Christ Care Fair Haven Aged Care Service Hervey Bay 5322,Churches of Christ in Queensland,Churches of Christ Care Fairhaven Aged Care Service Hervey BayFairhaven Aged Care Facility,5322,Residential,Hervey Bay,Queensland,4655,/services/churches-christ-care-fair-haven-aged-care-service-hervey-bay-5322
Churches of Christ Care Fair Haven Aged Care Service Maryborough 5059,Churches of Christ in Queensland,Churches of Christ Care Fair Haven Aged Care ServiceFairhaven Hostel,5059,Residential,Maryborough,Queensland,4650,/services/churches-christ-care-fair-haven-aged-care-service-maryborough-5059
Churches of Christ Care Fassifern Aged Care Service Boonah 5058,Churches of Christ in Queensland,Fassifern Retirement Village Hostel,5058,Residential,Boonah,Queensland,4310,/services/churches-christ-care-fassifern-aged-care-service-boonah-5058
Churches of Christ Care Golden Age Aged Care Service Southport 5060,Churches of Christ in Queensland,Churches of Christ Care Golden Age Aged Care Services SouthportGolden Age Hostel,5060,Residential,Southport,Queensland,4215,/services/churches-christ-care-golden-age-aged-care-service-southport-5060
Churches of Christ Care Gracehaven Aged Care Service Bundaberg 5245,Churches of Christ in Queensland,Gracehaven Lutheran Homes,5245,Residential,Bundaberg,Queensland,4670,/services/churches-christ-care-gracehaven-aged-care-service-bundaberg-5245
Churches of Christ Care Homesteads Aged Care Service Nerang 5189,Churches of Christ in Queensland,The HomesteadsHomesteads,5189,Residential,Nerang,Queensland,4211,/services/churches-christ-care-homesteads-aged-care-service-nerang-5189
Churches of Christ Care Lady Small Haven Aged Care Service Benowa 5063,Churches of Christ in Queensland,Lady Small Haven Hostel,5063,Residential,Benowa,Queensland,4217,/services/churches-christ-care-lady-small-haven-aged-care-service-benowa-5063
Churches of Christ Care Little Mountain Aged Care Service 5770,Churches of Christ in Queensland,Marana Gardens Hostel,5770,Residential,Little Mountain,Queensland,4551,/services/churches-christ-care-little-mountain-aged-care-service-5770
Churches of Christ Care Moonah Park Aged Care Service Mitchelton 5061,Churches of Christ in Queensland,Moonah Park Hostel,5061,Residential,Mitchelton,Queensland,4053,/services/churches-christ-care-moonah-park-aged-care-service-mitchelton-5061
Churches of Christ Care Oak Towers Aged Care Service Oakleigh 3077,Churches of Christ in Queensland,OakTowers HostelOak Towers Hostel,3077,Residential,Oakleigh,Victoria,3166,/services/churches-christ-care-oak-towers-aged-care-service-oakleigh-3077
Churches of Christ Care Petrie Gardens Aged Care Service Tiaro 5271,Churches of Christ in Queensland,Petrie Gardens Hostel,5271,Residential,Tiaro,Queensland,4650,/services/churches-christ-care-petrie-gardens-aged-care-service-tiaro-5271
Churches of Christ Care Rockingham Aged Care Service Cardwell 5143 ,Churches of Christ in Queensland,Cardwell Care Inc.Cardwell Care Inc - Rockingham Home,5143,Residential,Cardwell,Queensland,4849,/services/churches-christ-care-rockingham-aged-care-service-cardwell-5143
Churches of Christ Care Stanthorpe Aged Care Service 5644,Churches of Christ in Queensland,Churches of Christ Care Villa Carramar Aged Care Service StanthorpeVilla Carramar,5644,Residential,Stanthorpe,Queensland,4380,/services/churches-christ-care-stanthorpe-aged-care-service-5644
Churches of Christ Care Warrawee Aged Care Service St George 5237,Churches of Christ in Queensland,Warrawee Retirement Village,5237,Residential,St George,Queensland,4487,/services/churches-christ-care-warrawee-aged-care-service-st-george-5237
Churches of Christ Care Warwick Aged Care Service 5886,Churches of Christ in Queensland,Churches of Christ Care Yapunyah Aged Care Service CunnamullaYapunyah Lodge Hostel,5886,Residential,Warwick,Queensland,4370,/services/churches-christ-care-warwick-aged-care-service-5886
Churches of Christ Care Yapunyah Aged Care Service Cunnamulla 5238 (Closed),Churches of Christ in Queensland,Kolan Gardens Aged Care Facility,5238,Residential,Cunnamulla,Queensland,4490,/services/churches-christ-care-yapunyah-aged-care-service-cunnamulla-5238-closed
Churches of Christ Kolan Gardens Aged Care Facility Gin Gin 5400,Churches of Christ in Queensland,City of Bayswater,5400,Residential,Gin GIn,Queensland,4671,/services/churches-christ-kolan-gardens-aged-care-facility-gin-gin-5400
City of Bayswater Hostel 7303,City of Bayswater,Clarence Estate Residential Health ,7303,Residential,Embleton,Western Australia,6062,/services/city-bayswater-hostel-7303
City of Port Phillip 300525,City of Port Phillip,Clarendon Grange,300525,Home services,St Kilda,Victoria,3182,/services/city-port-phillip-300525
Claremont Terrace 3592,Allity Pty Ltd,Embracia on the ParkRipplebrook on the Park,3592,Residential,McKinnon,Victoria,3204,/services/claremont-terrace-3592
Clarence Estate Residential Health and Aged Care 7256,Fresh Fields Aged Care Pty Ltd,Clayton Church Homes Hostel,7256,Residential,Albany,Western Australia,6330,/services/clarence-estate-residential-health-and-aged-care-7256
Clarendon Grange Hostel 3222,Wickro Pty Ltd,Clayton Residential Aged Care Service (N/H)Clayton Residential Aged Care Service,3222,Residential,Bayswater,Victoria,3153,/services/clarendon-grange-hostel-3222
Clarinda Manor  4542,Clarinda Manor Pty Ltd,Summerhill Aged Care Facility,4542,Residential,Clarinda,Victoria,3169,/services/clarinda-manor-4542
Clermont Aged Care 2102 (Closed),Clermont Aged Care Pty Ltd,Clermont Nursing Home,2102,Residential,Ryde,New South Wales,2112,/services/clermont-aged-care-2102-closed
Clifton Nursing Home 5997,Clifton Co-Op Hospital Ltd,Coates Hostel,5997,Residential,Clifton,Queensland,4361,/services/clifton-nursing-home-5997
Clifton Views 4576,TLC Melbourne Pty Ltd,Heytesbury Lodge Hostel,4576,Residential,Fitzroy,Victoria,3068,/services/clifton-views-4576
Clovelly Cottage 4150,Autumn Care Pty Ltd,Coffs Haven Aged Care Facility,4150,Residential,Boronia,Victoria,3155,/services/clovelly-cottage-4150
Clover Lea Nursing Home 2104,Fresh Fields Management (NSW) Pty Ltd,Cohuna Community Nursing Home,2104,Residential,Burwood Heights,New South Wales,2136,/services/clover-lea-nursing-home-2104
Coastal Waters Aged Care 0583,Allity Pty Ltd,Cohuna Retirement Village Inc,0583,Residential,Worrowing Heights,New South Wales,2540,/services/coastal-waters-aged-care-0583
Coates 3124,Respect Group Limited,Grand United Centenary Service,3124,Residential,St Arnaud,Victoria,3478,/services/coates-3124
Cooinda Aged Care Centre 5134,Gympie and District Home for the Aged Inc,Cooinda Aged Peoples Home,5134,Residential,Gympie,Queensland,4570,/services/cooinda-aged-care-centre-5134
Cooinda Aged Peoples Home 0104 (Closed),Lithgow Aged Care Limited,Coolum Waters Care Centre,0104,Residential,Lithgow,New South Wales,2790,/services/cooinda-aged-peoples-home-0104-closed
Cooinda Court Hostel 0315,Junee Hostel for the Aged Inc,Royal Freemasons - Coppin CentreCoppin CenterCoppin Community Hostel,0315,Residential,Junee,New South Wales,2663,/services/cooinda-court-hostel-0315
Cooinda Hostel 0044,Cooinda Coonabarabran Ltd,Corowa Hospital Nursing Home,0044,Residential,Coonabarabran,New South Wales,2357,/services/cooinda-hostel-0044
Costa House 3634,Karingal St Laurence Limited,Ardmillan Place,3634,Residential,Lara,Victoria,3212,/services/costa-house-3634
Courtlands Aged Care Facility 0585,Christadelphian Homes Limited,Crowley Retirement Village Hostel,0585,Residential,North Parramatta,New South Wales,2151,/services/courtlands-aged-care-facility-0585
Craigcare Albany 7891,Glenn-Craig Villages Pty Ltd,Crowley Retirement Village Nursing Home,7891,Residential,Albany,Western Australia,6330,/services/craigcare-albany-7891
CraigCare Ascot Waters 7412,Glenn-Craig Villages Pty Ltd,Cumberland View Hostel,7412,Residential,Ascot,Western Australia,6104,/services/craigcare-ascot-waters-7412
Craigcare Berwick 4242,Glenn-Craig Villages Pty Ltd,Cumberland View Nursing Home,4242,Residential,Berwick,Victoria,3806,/services/craigcare-berwick-4242
Craigcare Maylands 7867,Glenn-Craig Villages Pty Ltd,Dalrymple Villa Hostel,7867,Residential,Maylands,Western Australia,6051,/services/craigcare-maylands-7867
Darley House 3590 (Closed),Austin Health,Darley House,3590,Residential,Heidelberg Heights,Victoria,3081,/services/darley-house-3590-closed
Darlingford Upper Goulburn Nursing Home 4430,Darlingford Upper Goulburn Nursing Home Inc,Royal Freemasons - Darvall Lodge,4430,Residential,Eildon,Victoria,3713,/services/darlingford-upper-goulburn-nursing-home-4430
Darvall Lodge 4261,Royal Freemasons Ltd,Hoffman Nursing Home,4261,Residential,Noble Park,Victoria,3174,/services/darvall-lodge-4261
"David, Gita and Michael Hoffman Nursing Home 7785",Maurice Zeffert Home (Inc),Eildon Nursing Home,7785,Residential,Dianella,Western Australia,6059,/services/david-gita-and-michael-hoffman-nursing-home-7785
Daylesford Nursing Home 4416,Central Highlands Rural Health,Diana St Lodge,4416,Residential,Daylesford,Victoria,3460,/services/daylesford-nursing-home-4416
De Paul Villa Aged Care 5234,The Corporation of the Trustees of the Roman Catholic Archdiocese of Brisbane,Disability SA Highgate,5234,Residential,Ashmore,Queensland,4214,/services/de-paul-villa-aged-care-5234
Della Dale Aged Care 4190,NDN Care Services Pty Ltd,Chesalon Care Malabar,4190,Residential,Ringwood,Victoria,3134,/services/della-dale-aged-care-4190
Dellacourt 0002,Lutheran Aged Care Albury,Doutta Galla Avondale Heights,0002,Residential,Albury,New South Wales,2640,/services/dellacourt-0002
Doutta Galla Footscray Aged Care Facility 3830,Doutta Galla Aged Services Ltd,Doutta Galla Footscray,3830,Residential,Footscray,Victoria,3011,/services/doutta-galla-footscray-aged-care-facility-3830
Doutta Galla Grantham Green Aged Care Facility 3225,Doutta Galla Aged Services Ltd,Grantham Green Hostel,3225,Residential,St Albans,Victoria,3021,/services/doutta-galla-grantham-green-aged-care-facility-3225
Doutta Galla Lynch's Bridge Aged Care Facility 3366,Doutta Galla Aged Services Ltd,Lynch's Bridge Aged Care Facility,3366,Residential,Kensington,Victoria,3031,/services/doutta-galla-lynchs-bridge-aged-care-facility-3366
Doutta Galla Queens Park Aged Care Facility 3552,Doutta Galla Aged Services Ltd,Queens Park Aged Care Facility,3552,Residential,Moonee Ponds,Victoria,3039,/services/doutta-galla-queens-park-aged-care-facility-3552
Doutta Galla Woornack Aged Care Facility 3382,Doutta Galla Aged Services Ltd,Woornack Aged Care Facility,3382,Residential,Sunshine West,Victoria,3020,/services/doutta-galla-woornack-aged-care-facility-3382
Doutta Galla Yarraville Village Aged Care Facility 3386,Doutta Galla Aged Services Ltd,Yarraville Village Aged Care Facility,3386,Residential,Yarraville,Victoria,3013,/services/doutta-galla-yarraville-village-aged-care-facility-3386
Dovetree 5996,The Uniting Church in Australia Property Trust (Q.),Sinnamon Village - William Moore CourtSinnamon Retirement Village Nursing Home - William Moore Court,5996,Residential,Sinnamon Park,Queensland,4073,/services/dovetree-5996
DP Jones Nursing Home 4345 (Closed),Murchison Community Care Inc (In Liquidation),D P Jones Nursing Home,4345,Residential,Murchison,Victoria,3610,/services/dp-jones-nursing-home-4345-closed
Dr E A F McDonald Nursing Home 5448,Queensland Health,Dryandra Residential and Community Care IncBaptistcare DryandraDryandra Hostel Inc,5448,Residential,Oakey,Queensland,4401,/services/dr-e-f-mcdonald-nursing-home-5448
Dr Mary Surveyor Centre 7330,Meath Care (Inc),Dunmunkle Lodge,7330,Residential,Kingsley,Western Australia,6026,/services/dr-mary-surveyor-centre-7330
Dryandra Residential and Community Care Inc 7105,Burswood Care Pty Ltd,Durham Green Manor,7105,Residential,Kellerberrin,Western Australia,6410,/services/dryandra-residential-and-community-care-inc-7105
Drysdale Grove 3780,Drysdale Aged Care Pty Ltd,Edenfield Family Care ' NerrildaNerrilda Nursing Home,3780,Residential,Drysdale,Victoria,3222,/services/drysdale-grove-3780
Edenfield Family Care - Ramsay 6039,El-Jasbella Ramsay Pty Ltd,A M Ramsay Village,6039,Residential,Port Augusta,South Australia,5700,/services/edenfield-family-care-ramsay-6039
Edenfield Family Care 6142,El-Jasbella Pty Ltd,IBIS Care Edenfield,6142,Residential,Parafield Gardens,South Australia,5107,/services/edenfield-family-care-6142
Edenvale Manor Aged Care Facility 3587,Llandysil Pty Ltd,Manoora Aged Care (Edge Hill Orchards),3587,Residential,Keilor East,Victoria,3033,/services/edenvale-manor-aged-care-facility-3587
Edgarley Home 3049,Edgarley Home Inc,Moulamein HostelMoulamein Village Hostel,3049,Residential,Casterton,Victoria,3311,/services/edgarley-home-3049
Edge Hill Orchards 5342,IC (Edge Hill) Pty Ltd,Chesalon Care Woonona,5342,Residential,Manoora,Queensland,4870,/services/edge-hill-orchards-5342
Edgewater Mercy Hostel 7172,St Brigid's Convent of Mercy Perth Limited,Eldercare Inc,7172,Residential,Edgewater,Western Australia,6027,/services/edgewater-mercy-hostel-7172
Edith Bendall Lodge 3322,Edith Bendall Lodge,Elanora SYP Homes Inc,3322,Residential,Pascoe Vale,Victoria,3044,/services/edith-bendall-lodge-3322
Edward Collick Home 7260,Amana Living Incorporated,Eldercare Kirkholme,7260,Residential,Kalgoorlie,Western Australia,6430,/services/edward-collick-home-7260
Eldercare South Park Minlaton 6160,Eldercare Inc,Eldercare Southpark MinlatonSouthpark Hostel,6160,Residential,Minlaton,South Australia,5575,/services/eldercare-south-park-minlaton-6160
Eldercare The Lodge 6184,Eldercare Inc,Eliza Purton Home For The Aged,6184,Residential,Wayville,South Australia,5034,/services/eldercare-lodge-6184
Eldercare The Village 6102,Eldercare Inc,Royal Freemasons - Elizabeth Gardens Nursing HomeElizabeth Gardens Nursing Home,6102,Residential,Maitland,South Australia,5573,/services/eldercare-village-6102
Eldercare Trowbridge House 6103,Eldercare Inc,Elizabeth Jenkins Place,6103,Residential,Payneham,South Australia,5070,/services/eldercare-trowbridge-house-6103
Elderly Chinese Home 3142,Elderly Chinese Home Inc,Elizabeth Lodge Hostel (Normanhurst),3142,Residential,Parkville,Victoria,3052,/services/elderly-chinese-home-3142
Eliza Purton Home 8787,Respect Group Limited,Eden Terrace,8787,Residential,Ulverstone,Tasmania,7315,/services/eliza-purton-home-8787
Eliza Purton Hostel 8005 (Merged),Respect Group Limited,Embracia in Moonee Valley,8005,Residential,Ulverstone,Tasmania,7315,/services/eliza-purton-hostel-8005-merged
